code	product_name	brands	brands_tags	categories_en	labels_en	product_quantity	ingredients_text	labels	image_url	serving_size	serving_quantity
894773001223.0	Zero Calorie Soda - Cream Soda Naturally Flavored	Zevia	zevia	Beverages,Carbonated drinks,Sodas,Sweetened beverages	No GMOs,Non GMO project	355.0	Carbonated water, natural flavors, stevia leaf extract, citric acid.	No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/089/477/300/1223/front_en.14.400.jpg	1 CAN (355 ml)	355.0
895203001158.0	Baby Arugula	organic girl	organic-girl	Meals,Microwave meals,Pots,Vegetable pots	Organic,USDA Organic	141.747615625	baby arugula.	Organic, USDA Organic	https://images.openfoodfacts.org/images/products/089/520/300/1158/front_en.9.400.jpg	1 g	1.0
895359002658.0	Yellow Nectarines	I.M. Ripe	i-m-ripe	Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Fruits,Fresh fruits	No GMOs,Non GMO project	4000.0	Yellow Nectarines	No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/089/535/900/2658/front_en.5.400.jpg	100g	100.0
895430002171.0	Eat Pastry - chocolate chip cookie dough Gluten free	Eat Pastry,Eatpastry	eat-pastry,eatpastry	Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pie dough	No gluten,Vegetarian,Vegan,No alcohol,No flavour enhancer,No MSG	396.89332375	Gluten free flour blend: (garbanzo, brown rice), natural oil blend (palm fruit, canola, and olive oils), filtered water, pure salt, contains less than 2% of natural flavor (no msg, no alcohol, no gluten), sunflower lecithin, lactic acid (non-dairy, derived from sugar beets), and colored with annatto extract), organic evaporated cane juice, organic apple sauce, pure vanilla extract, baking soda, xanthan gum, nutmeg, sea salt.	Vegetarian, No gluten, Vegan, No alcohol, No flavour enhancer, No MSG	https://images.openfoodfacts.org/images/products/089/543/000/2171/front_en.4.400.jpg	1 COOKIE (14.2 g)	14.2
895538000109.0	Pumpkin Seed Cheddar Snackers	Doctor Kracker	doctor-kracker	Snacks,Salty snacks,Appetizers,Crackers	Organic,Canada Organic	170.09713875	organic whole wheat flour, organic wheat flour, organic cheddar cheese (pasteurized cultured milk, salt, enzymes), organic pumpkin seeds, organic oats, organic flaxseeds, organic sunflower seeds, organic extra virgin olive oil, organic canola oil, sea salt, filtered water, organic sesame seeds, yeast, rosemary extract	Organic, Canada Organic	https://images.openfoodfacts.org/images/products/089/553/800/0109/front_en.6.400.jpg	28 g	28.0
896139001199.0	Chocolate fudge brownie	Whole Planet Foundation	whole-planet-foundation	Snacks,Sweet snacks,Biscuits and cakes,Biscuits	100-all-natural,Kosher-dairy,Real-belgian-chocolate	70.8738078125	cane sugar, butter (cream, salted), liquid whole cage free eggs, unsweetened chocolate, unbleached flour (wheat, malted barley), semi-sweet chocolate (belgian chocolate liquor processed with alkali, sugar, cocaobutter, soy lecithin), vanilla extract	100% all natural, Kosher dairy, Real belgian chocolate	https://images.openfoodfacts.org/images/products/089/613/900/1199/front_en.19.400.jpg	2.5 oz	70.8738078125
896139001212.0	Brown sugar blondie	Whole Planet Foundation	whole-planet-foundation	Snacks,Sweet snacks,Biscuits and cakes,Biscuits	100-all-natural,Kosher-dairy,Real-belgian-chocolate	70.8738078125	light brown sugar, butter (cream, salted), cane sugar, liquid whole cage free eggs, unbleached flour (whole wheat flour, malted barley), semi-sweet chocolate (belgian chocolate processed with alkali, sugar, cocoa butter, soya lecithin and vanilla flavour) and vanilla extract	100% all natural,Kosher dairy,Real belgian chocolate	https://images.openfoodfacts.org/images/products/089/613/900/1212/front_en.18.400.jpg	2.5 oz (1 brownie)	70.8738078125
896165002610.0	Pumfu Pumpkin Seed Tofu Alternative	Foodies, Foodies Vegan	foodies,foodies-vegan	Plant-based foods and beverages,Plant-based foods,Legumes and their products,Meat alternatives,Meat analogues,Tofu	No gluten,Organic,Vegetarian,No GMOs,USDA Organic,Vegan,Non GMO project	226.796185	Organic Pumpkin Seeds, filtered water. USDA O RGANIC WMEN FAMILY OWNED SUSINESS CO Manufactured by Five Star Foodies LLC. Cincinnati, OH. 45220 ©2020 Five Star Foodies LLC. Questions or comments? Email us at info@foodiesvegan.com Certified Organic by OEFFA LOT CODE/BEST BY DATE PRINTED ON WRAPPER 96165 00261	Organic, Vegetarian, No gluten, No GMOs, USDA Organic, Vegan, Non GMO project	https://images.openfoodfacts.org/images/products/089/616/500/2610/front_en.13.400.jpg	113g	113.0
896700001337.0	Almonds Roasted Salted	Madi K's	madi-k-s	Snacks	No gluten,No GMOs,Non GMO project	56.69904625	Roasted almonds, vegetable oil (canola and/or safflower), salt	No gluten, No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/089/670/000/1337/front_en.5.400.jpg	1 ONZ (28 g)	28.0
896859000359.0	Organic ketchup	Organic Ville	organic-ville	Condiments,Sauces,Tomato sauces,Ketchup,Groceries	No gluten,Organic,USDA Organic	680.0	Organic tomato puree, organic agave nectar, organic white vinegar, salt, organic onion powder and organic spices.	Organic, No gluten, USDA Organic	https://images.openfoodfacts.org/images/products/089/685/900/0359/front_en.26.400.jpg	1 Tbsp (17 g)	17.0
896859000595.0	Organic marinara pasta sauce	Organic Ville,  Sky Valley Foods	organic-ville,sky-valley-foods	Condiments,Sauces,Pasta sauces,Groceries	No gluten,Organic,Vegetarian,USDA Organic,Vegan,Vegan Action	680.388555	Organic tomato puree, organic tomatoes, salt, organic onions, organic extra virgin olive oil, organic agave nectar, organic garlic, organic basil and organic oregano.	No gluten, Organic, Vegetarian, USDA Organic, Vegan, Vegan Action	https://images.openfoodfacts.org/images/products/089/685/900/0595/front_en.8.400.jpg	0.5 cup (113 g)	113.0
896859000632.0	Organic Yellow Mustard	Organicville	organicville	Condiments,Sauces,Mustards,Yellow mustards,Groceries	Organic,Vegetarian,Vegan	340.1942775	Water, organic vinegar, organic mustard seed, salt, organic turmeric, organic paprika.	Organic, en:vegan	https://images.openfoodfacts.org/images/products/089/685/900/0632/front_en.9.400.jpg	68 serving (5 g)	5.0
897034002045.0	Organic Premium Quinoa	Nature's Earthly Choice	nature-s-earthly-choice	Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Seeds,Cereals and their products,Cereal grains,Quinoa	Organic,No GMOs,USDA Organic,Non GMO project	340.1942775	Organic quinoa.	Organic, USDA Organic, No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/089/703/400/2045/front_en.4.400.jpg	0.25 cup (43 g)	43.0
897034002144.0	Organic Italian Pearled Farro	Nature's Earthly Choice	nature-s-earthly-choice	Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Seeds,Cereals and their products,Cereal grains,Wheats,Farro	Organic,Kosher,No GMOs,USDA Organic,Non GMO project,Good-source-of-fiber,Good-source-of-iron,Good-source-of-protein	396.89332375	ORGANIC FARRO _WHEAT_	Organic, Kosher, No GMOs, USDA Organic, Non GMO project, Good source of fiber, Good source of iron, Good source of protein	https://images.openfoodfacts.org/images/products/089/703/400/2144/front_en.8.400.jpg	45g	45.0
897034002342.0	Chia	Nature's Earthly Choice	nature-s-earthly-choice	Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Seeds,Cereals and their products,Cereal grains,Chia	No GMOs,Non GMO project	340.1942775	100% pure natural salvia hispanica l.	No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/089/703/400/2342/front_en.10.400.jpg	3 Tbsp (32 g)	32.0
897580000137.0	Herb Crackers	Mary's Gone Crackers	mary-s-gone-crackers	Snacks,Salty snacks,Appetizers,Crackers	No gluten,Organic,Vegetarian,No GMOs,USDA Organic,Vegan,Non GMO project	184.2719003125	whole grain brown rice, whole grain quinoa, brown flax seeds, brown sesame seeds, filtered water, garlic, herbs, sea salt, wheat free tamari (water, whole soybeans, salt, vinegar).	No gluten, Organic, Vegetarian, No GMOs, USDA Organic, Vegan, Non GMO project	https://images.openfoodfacts.org/images/products/089/758/000/0137/front_en.28.400.jpg	30 g	30.0
897580000168.0	Super Seed Classic	Mary's Gone Crackers	mary-s-gone-crackers	Snacks,Salty snacks,Sweet snacks,Appetizers,Biscuits and cakes,Biscuits and crackers,Crackers	No gluten,Organic,Vegetarian,No GMOs,USDA Organic,Vegan,Non GMO project,100-whole-grain,Us-org-017,Vegan-org	155.9223771875	Whole grain brown rice*, whole grain quinoa*, pumpkin seeds*, sunflower seeds*, brown sesame seeds*, brown flax seeds*, poppy seeds*, sea salt, seaweed*, black pepper*, herbs*.	No gluten,Organic,Vegetarian,No GMOs,USDA Organic,Vegan,Non GMO project,100-whole-grain,Us-org-017,Vegan.org	https://images.openfoodfacts.org/images/products/089/758/000/0168/front_en.10.400.jpg	12 crackers (30 g)	30.0
897580000571.0	Original Crackers	Mary's Gone Crackers	mary-s-gone-crackers	Snacks,Salty snacks,Appetizers,Crackers	No gluten,Organic,Vegetarian,Kosher,No GMOs,USDA Organic,Vegan,Non GMO project,Orthodox Union Kosher,Vegan Action	566.9904625	Organic whole grain brown rice, organic whole grain quinoa, organic brown flax seeds, organic brown sesame seeds, filtered water, sea salt, organic wheat free tamari (water, whole organic soybeans, salt, organic alcohol or organic vinegar).	No gluten, Organic, Vegetarian, Kosher, No GMOs, USDA Organic, Vegan, Non GMO project, Vegan Action, en:orthodox-union-kosher	https://images.openfoodfacts.org/images/products/089/758/000/0571/front_en.3.400.jpg	30 g	30.0
897581000372.0	Mini Vanilla Marshmallows	Chicago Vegan Foods, Dandies Marshmallows	chicago-vegan-foods,dandies-marshmallows	Snacks,Sweet snacks,Confectioneries,Candies	No gluten,Vegetarian,Kosher,No GMOs,Vegan,Non GMO project	0.0	Tapioca syrup, cane sugar, filtered water, tapioca starch, carrageenan, soy protein, natural vanilla flavor.	No gluten, Vegetarian, Kosher, No GMOs, Vegan, Non GMO project	https://images.openfoodfacts.org/images/products/089/758/100/0372/front_en.13.400.jpg	18 PIECES (28 g)	28.0
897693000079.0	Grilled Artichoke Hearts	Cynara	cynara	Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Canned foods,Vegetables based foods,Canned plant-based foods,Vegetables,Vegetable rods,Artichokes,Artichoke hearts	No GMOs,Non GMO project	418.15546609375	Artihcoke hearts in havled and quarters, canola oil, vinegar, salt, garlic, spices, citric acid, ascorbic acid.	No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/089/769/300/0079/front_en.6.400.jpg	1 oz (28 g) about 2 pieces	28.0
897712001032.0	Tuscan Arrabbiata Pasta Sauce Made with Green Spicy Peppers	Lidia's	lidia-s	Condiments,Sauces,Groceries	No GMOs,Non GMO project	708.738078125	Cento italian tomatoes, crushed tomatoes, pepperoncini, fresh onions, extra virgin olive oil, fresh carrots, fresh california garlic, fresh basil, honey, sea salt, bay leaf powder and crushed red pepper.	No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/089/771/200/1032/front_en.6.400.jpg	0.5 cup (125 g)	125.0
897922002041.0	Organic Chia Seeds	Betterbody Foods, BetterBody Foods and Nutrition LLC	betterbody-foods,betterbody-foods-and-nutrition-llc	Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Seeds,Cereals and their products,Cereal grains,Chia	No gluten,Organic,No GMOs,USDA Organic,No Bisphenol-A,Non GMO project	907.18474	organic chia seeds,	No gluten, Organic, No GMOs, USDA Organic, Non GMO project, en:no-bisphenol-a	https://images.openfoodfacts.org/images/products/089/792/200/2041/front_en.3.400.jpg	1 serving (30 g)	30.0
897922002096.0	Organic Coconut Flour	Betterbody Foods, BetterBody Foods and Nutrition LLC	betterbody-foods,betterbody-foods-and-nutrition-llc	Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Flours	No gluten,Organic,No GMOs,USDA Organic,Certified gluten-free,No Bisphenol-A,Non GMO project	1020.5828325	organic coconut	No gluten,Organic,No GMOs,USDA Organic,Certified gluten-free,Non GMO project,No Bisphenol-A	https://images.openfoodfacts.org/images/products/089/792/200/2096/front_en.6.400.jpg	2 Tbsp (16 g)	16.0
897922002317.0	Chocolate PBfit Peanut Butter Powder	BetterBody Foods and Nutrition LLC	betterbody-foods-and-nutrition-llc	Plant-based foods and beverages,Plant-based foods,Fats,Vegetable fats	No gluten,Vegetarian,No GMOs,Vegan,Non GMO project	226.796185	Peanuts, cocoa, sugar and, salt	Vegetarian, No gluten, Vegan, No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/089/792/200/2317/front_en.17.400.jpg	1 serving (16 g)	16.0
897922002355.0	Chocolate PBfit Peanut Butter Powder	BetterBody Foods and Nutrition LLC	betterbody-foods-and-nutrition-llc	Plant-based foods and beverages,Plant-based foods,Fats,Vegetable fats	No gluten,Vegetarian,No GMOs,Vegan,Non GMO project	425.242846875	Peanuts, sugar, cocoa and salt	No gluten, Vegetarian, Vegan, No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/089/792/200/2355/front_en.4.400.jpg	2 tbsp (16 g)	16.0
897922002362.0	Chocolate PBfit Peanut Butter Powder	Betterbody Foods, BetterBody Foods and Nutrition LLC	betterbody-foods,betterbody-foods-and-nutrition-llc	Plant-based foods and beverages,Plant-based foods,Fats,Vegetable fats	No gluten,Vegetarian,No GMOs,Vegan,Non GMO project	850.48569375	Peanuts, cocoa, sugar and salt	No gluten, Vegetarian, No GMOs, Vegan, Non GMO project	https://images.openfoodfacts.org/images/products/089/792/200/2362/front_en.19.400.jpg	1 portion (16 g)	16.0
898248001022.0	Orange & Ginger Icelandic Style Skyr	Siggi's	siggi-s	Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Skyrs	No gluten,Grade-a,No-rbst	150.2524725625	Pasteurized skim milk, organic agave nectar, candied ginger, fruit pectin, orange extract, live active cultures	No gluten, Grade A, No rBST	https://images.openfoodfacts.org/images/products/089/824/800/1022/front_en.10.400.jpg	5.3 ONZ (150 g)	150.0
898248001077.0	Vanilla Icelandic Skyr	Siggi's	siggi-s	Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Skyrs	No gluten,No preservatives,No artificial colors,No aspartame,No gelatin,All-natural,Milk-from-grass-fed-cows,No-high-fructose-corn-syrup,No-rbst,No-sucralose	150.2524725625	Pasteurized skim milk, organic agave nectar, madagascar bourbon vanilla, fruit pectin, live active cultures	No gluten, No preservatives, No artificial colors, No aspartame, No gelatin, All natural, Milk from grass-fed cows, No high fructose corn syrup, No rBST, No sucralose	https://images.openfoodfacts.org/images/products/089/824/800/1077/front_en.23.400.jpg	5.3 ONZ (150 g)	150.0
898248001633.0	Siggi's Strawberry Yogurt	Siggi's,The Icelandic Milk And Skyr Corporation	siggi-s,the-icelandic-milk-and-skyr-corporation	Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts	No gluten,No GMOs	150.0	Pasteurized skim milk, pasteurized cream, berries (lingonberries, strawberries), cane sugar, fruit pectin, live active cultures	No gluten, No GMOs	https://images.openfoodfacts.org/images/products/089/824/800/1633/front_en.4.400.jpg	5.3g	5.3
898248001718.0	Triple cream icelandic-style strained yogurt	siggi's	siggi-s	Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts,Greek-style yogurts,Lemon yogurts	No gluten	113.3980925	Pasteurized Whole Milk, Pasteurized Cream, Cane Sugar, Lemons, Fruit Pectin, Live Active Cultures	No gluten	https://images.openfoodfacts.org/images/products/089/824/800/1718/front_en.8.400.jpg	1 CONTAINER (114 g)	114.0
898328002246.0	Traditional Hummus	Cava	cava	Plant-based foods and beverages,Plant-based foods,Condiments,Spreads,Plant-based spreads,Salted spreads,Sauces,Dips,Hummus,Classic hummus	No gluten,Vegetarian,Kosher,Vegan	226.796185	Organic garbanzo beans (chickpeas), tahini (100% stone ground sesame seeds), filtered water, lemon juice, fresh garlic, kosher salt, citric acid.	No gluten, Vegetarian, Kosher, Vegan	https://images.openfoodfacts.org/images/products/089/832/800/2246/front_en.10.400.jpg	28 g (2 Tbsp)	28.0
898328002260.0	Roasted Red Pepper Hummus	Cava	cava	Plant-based foods and beverages,Plant-based foods,Condiments,Spreads,Plant-based spreads,Salted spreads,Sauces,Dips,Hummus	No gluten,Vegetarian,Kosher,Vegan	226.796185	Organic garbanzo beans (chickpeas), roasted red peppers, tahini (100% stone ground sesame seeds), fresh garlic, kosher salt, ground chia seeds, citric acid	No gluten, Vegetarian, Kosher, Vegan	https://images.openfoodfacts.org/images/products/089/832/800/2260/front_en.4.400.jpg	28 g (2 Tbsp)	28.0
898392000612.0	Walnuts Soaked and Dried	Wildly Organic	wildly-organic	Snacks	Organic,No GMOs,Non GMO project	454.0	Organic walnuts.	Organic, No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/089/839/200/0612/front_en.4.400.jpg	1/3 cup (30 g)	30.0
898403002048.0	Somersaults crunchy nuggets dutch cocoa	Somersaults	somersaults	Snacks	Vegetarian,Vegan	170.09713875	Sunflower seeds, wheat flour, expeller pressed sunflower oil, cane sugar, whole wheat flour, cocoa powder (processed with alkali), wheat gluten, inulin, natural chocolate flavor, sea salt, natural vanilla flavor, sesame seeds, and rosemary extract.	Vegetarian, Vegan	https://images.openfoodfacts.org/images/products/089/840/300/2048/front_en.5.400.jpg	1 ONZ (28 g)	28.0
898456001210.0	Vanilla Dark Taza Chocolate	Taza Chocolate	taza-chocolate	Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies,Chocolates,Dark chocolates,Dark chocolate bar with less than 70% cocoa	No gluten,Organic,Vegetarian,No GMOs,USDA Organic,Vegan,Non GMO project	76.5437124375	organic cacao beans, organic cane sugar, organic vanilla beans	No gluten, Organic, Vegetarian, No GMOs, USDA Organic, Vegan, Non GMO project	https://images.openfoodfacts.org/images/products/089/845/600/1210/front_en.24.400.jpg	38g	38.0
898456001241.0	Guajillo Chili Dark Chocolate Mexicano	Taza Chocolate	taza-chocolate	Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates	No gluten,Organic,Vegetarian,No GMOs,USDA Organic,Vegan,No soy,Non GMO project,Without addition of dairy products	76.5437124375	organic cacao beans, organic cane sugar, organic chili powder	No gluten, Organic, Vegetarian, No GMOs, USDA Organic, Vegan, No soy, Non GMO project, Without addition of dairy products	https://images.openfoodfacts.org/images/products/089/845/600/1241/front_en.14.400.jpg	38.5g	38.5
898456001814.0	Dark Chocolate Sampler	Taza Chocolate	taza-chocolate	Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies,Chocolates,Dark chocolates,Dark chocolate bar	No gluten,Organic,Vegetarian,Kosher,No GMOs,USDA Organic,Vegan,Certified gluten-free,No soy,Orthodox Union Kosher,Without addition of dairy products,Direct-trade-certified-cacao	306.17484975	Organic cacao beans, organic cane sugar, organic almonds, organic ground chili, organic cayenne pepper, organic coffee, organic vanilla beans, organic cinnamon, sea salt.	No gluten, Organic, Vegetarian, Kosher, No GMOs, USDA Organic, Vegan, Certified gluten-free, No soy, Orthodox Union Kosher, Without addition of dairy products, Direct Trade Certified Cacao	https://images.openfoodfacts.org/images/products/089/845/600/1814/front_en.9.400.jpg	38 g	38.0
898559002527.0	Tart cherry juice	Juice Performer	juice-performer	Beverages,Energy drinks	No GMOs,Non GMO project	250.0	Tart Cherry juice	No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/089/855/900/2527/front_en.3.400.jpg	250 ml	250.0
898575001337.0	Organic Pure Dark Chocolate 70% Cocoa	Madécasse, Beyond Good	madecasse,beyond-good	Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies,Chocolates,Dark chocolates	Organic,No GMOs,Non GMO project	75.0	Organic cocoa beans, organic cane sugar, organic cocoa butter, organic sunflower lecithin (emulsifier).	Organic, No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/089/857/500/1337/front_en.14.400.jpg	0.333 BAR (25 g)	25.0
898575003058.0	Toasted Hazelnut 73% Cocoa	Beyond Good	beyond-good	Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates,Chocolates with hazelnuts	No gluten,No GMOs,Non GMO project	74.84274105	cocoa beans, cane sugar, chopped roasted hazelnuts, cocoa butter, hazelnut paste, sea salt, vanilla extract,	No gluten, No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/089/857/500/3058/front_en.3.400.jpg	25 g	25.0
898575003195.0	Pure dark 60% cocoa chocolate melts	Beyond good	beyond-good	Snacks,Sweet snacks,Cocoa and its products,Chocolates	No gluten,Organic,Vegetarian,USDA Organic,Vegan	198.446661875	*COCOA BEANS,*CANE SUGAR, *COCOA BUTTER *ORGANIC INGREDIENT 8 BEY O T CERT G V S MAY CONTAIN TRACES OF MILK AND TREE NUTS.	No gluten, Vegetarian, Vegan, en:usda-organic	https://images.openfoodfacts.org/images/products/089/857/500/3195/front_en.3.400.jpg	6 pieces (15 g)	15.0
898655000182.0	Merry Maraschino Cherries	Tillen Farms	tillen-farms	Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Canned foods,Desserts,Canned plant-based foods,Fruits based foods,Fruits,Canned fruits,Fruits in syrup,Cherries,Cherries in syrup,Baking-decorations	No GMOs,Non GMO project	396.89332375	Cherries, water, sugar, fruit and vegetable concentrate (color), natural flavor.	No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/089/865/500/0182/front_en.6.400.jpg	1 CHERRY (5 g)	5.0
898916002863.0	Pecan Butter - Praline	The Nutty Gourmet	the-nutty-gourmet	Plant-based foods and beverages,Plant-based foods,Fats,Vegetable fats	No GMOs,Non GMO project	283.49523125	Pecans, maple sugar, cane sugar, palm oil, sea salt	No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/089/891/600/2863/front_en.6.400.jpg	2 Tbsp (32 g)	32.0
898940001016.0	Slime Licker Sour Rolling Liquid Candy	Circle City Marketing & Distributing  Inc.	circle-city-marketing-distributing-inc	Snacks,Sweet snacks,Confectioneries,Candies	Made in Spain	600.0	Corn syrup, water, citric acid, artificial flavor, fd&c red #40, lactic acid, malic acid, potassium sorbate (preservative), and sodium benzoate (preservative).	Made in Spain	https://images.openfoodfacts.org/images/products/089/894/000/1016/front_en.24.400.jpg	15 ml	15.0
898999000206.0	Coconut Water With Pineapple	All Market Inc., Vita Coco	all-market-inc,vita-coco	Plant-based foods and beverages,Beverages,Plant-based beverages,Unsweetened beverages,Coconut waters	No GMOs,Non GMO project	330.0	Coconut water, pineapple puree, coconut puree, vitamin c	No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/089/899/900/0206/front_en.9.400.jpg	11.1 OZA (330 ml)	330.0
898999000503.0	Coconut Water	Vita Coco	vita-coco	Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based beverages,Coconut waters	No gluten,Vegetarian,No GMOs,Vegan,Certified B Corporation,FSC,FSC Mix,No milk,Non GMO project,The Vegan Society	1000.0	Coconut Water 99%, Fructose &lt;1%, Vitamin C	Certified B Corporation,FSC Mix,Vegan Society,Dairy-free,Gluten free, No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/089/899/900/0503/front_en.132.400.jpg	1 serving (240 ml)	240.0
898999010007.0	Coconut Water	Vita Coco	vita-coco	Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based beverages,Coconut waters	No gluten,Vegetarian,No GMOs,Vegan,Certified B Corporation,FSC,FSC Mix,Non GMO project	500.0	Coconut Water (99%), Fructose (&lt;1%), Vitamin C.	No gluten,Vegetarian,No GMOs,Vegan,Certified B Corporation,FSC,FSC Mix,Non GMO project	https://images.openfoodfacts.org/images/products/089/899/901/0007/front_en.64.400.jpg	1 bottle (500 ml)	500.0
898999010700.0	Sparkling Pineapple Passion Fruit Juice Drink from Concentrate	Vita Coco	vita-coco	Plant-based foods and beverages,Beverages,Plant-based beverages,Carbonated drinks,Waters,Carbonated waters,Flavored waters,Flavored sparkling waters	No gluten,Crossed Grain Trademark,DZG Gluten free,Beverage	360.0	Carbonated water, coconut water concentrate, pineapple juice concentrate, passionfruit juice concentrate, natural flavors.	No gluten, DZG Gluten free, Beverage	https://images.openfoodfacts.org/images/products/089/899/901/0700/front_en.6.400.jpg	12 OZ (355 ml)	340.1942775
898999777771.0	Cafe latte	VitaCoco, All Market Inc.	vitacoco,all-market-inc	Beverages,Sweetened beverages	No gluten	330.0	Coconut water, whole milk, skim milk, espresso (water, coffee), sugar, natural flavor, and carrageenan	No gluten	https://images.openfoodfacts.org/images/products/089/899/977/7771/front_en.8.400.jpg	11.1 OZA (330 ml)	330.0
899033002002.0	Candy Bar	GoMaxGo	gomaxgo	Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Bars,Chocolate candies,Bars-covered-with-chocolate	No gluten,Organic,Vegetarian,No GMOs,Vegan,No artificial additives,No cholesterol,No hydrogenated fats	60.0	_Arachides_ (grillées à sec), sirop de riz biologique, sucre de canne, sucre de canne non raffiné biologique, huile de palmiste, poudre de cacao (naturel), huile de palme, concentré de protéines de _soja_, dextrose, arômes naturels, poudre de malt (extrait de malt d'_orge_ et maïs) , lécithine de tournesol, sel, agar, gomme de guar, enzyme modifié de protéine de _soja_.	Bio, Végétarien, Sans gluten, Sans OGM, Végétalien, Sans additifs artificiels, Sans cholestérol, Sans matière grasse hydrogénée	https://images.openfoodfacts.org/images/products/089/903/300/2002/front_fr.20.400.jpg	60 g	60.0
899039002013.0	Vegetable Potstickers	Feel Good Foods	feel-good-foods	Frozen foods,Meals,Chinese dumplings	No gluten,Vegetarian,No GMOs,Vegan,Non GMO project	283.49523125	Filling (cabbage, onion, carrots, vermicelli (potato starch, mung bean starch, water), green onion, corn starch, sesame oil, shiitake mushrooms, organic evaporated cane syrup, salt, ginger, yeast extract, black pepper), wrapper (water, rice flour, tapioca starch, canola oil, konjac flour, salt, xanthan gum), dipping sauce (water, tamari soy sauce (water, soybeans, salt, alcohol), sugar, white vinegar, ginger, garlic (garlic, water, citric acid), black pepper).	No gluten, Vegetarian, Vegan, No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/089/903/900/2013/front_en.13.400.jpg	14 g (138 g)	138.0
899039002068.0	Chicken Egg Rolls	Feel Good Foods	feel-good-foods	Frozen foods	No gluten	255.145708125	cooked chicken (chicken, water, rice starch, sea salt, rosemary), water, rice flour, cabbage, carrots, scallions, cornstarch, ginger, eggs, cane sugar, salt, canola oil, yeast extract, baking powder (sodium acid pyrophosphate, baking soda, cornstarch, monocalcium phosphate), black pepper, soy lecithin, chili flakes.	No gluten	https://images.openfoodfacts.org/images/products/089/903/900/2068/front_en.7.400.jpg	1 EGG ROLL (85 g)	85.0
899039002082.0	Vegetable Egg Rolls	Feel Good Foods	feel-good-foods	Frozen foods	No gluten	255.145708125	Cabbage, water, rice flour, onion, vermicelli (green mung beans, water), carrots, corn starch, scallions, sesame oil, cane sugar, mushrooms, eggs, salt, canola oil, ginger, black pepper, yeast extract, soy lecithin, baking powder (sodium acid pyrophosphate, baking soda, cornstarch, monocalcium phosphate)	No gluten	https://images.openfoodfacts.org/images/products/089/903/900/2082/front_en.5.400.jpg	1 eggroll (85 g)	85.0
899055000635.0	Mediterranean Baked Crackers - Sea Salt	Firehook	firehook	Snacks,Salty snacks,Appetizers,Crackers	Organic,No GMOs,USDA Organic,Non GMO project	226.796185	Wheat flour, salt, honey, yeast, olive oil.	Organic, USDA Organic, No GMOs, Non GMO project	https://images.openfoodfacts.org/images/products/089/905/500/0635/front_en.4.400.jpg	28 g (1 oz)	28.349523125
